,steps,collision,speed violation,ik violation,object collision,velocity violation,velocity during collision,success,return
231,1155000,0,0,0,0,0,,1,356.326218782371
232,1160000,0,0,0,0,0,,0,-165.517961320549
233,1165000,0,0,0,0,0,,0,-115.775210443229
234,1170000,0,0,0,0,0,,1,863.797631670795
235,1175000,0,0,0,0,0,,0,-134.92425313946
236,1180000,0,0,0,0,0,,0,-80.3459957811559
237,1185000,0,0,0,0,0,,0,-87.6112062799531
238,1190000,0,0,0,0,0,,1,506.874823132824
239,1195000,0,0,0,0,0,,0,-120.145796636885
240,1200000,0,0,0,0,0,,0,-91.5602402462586
241,1205000,0,0,0,0,0,,0,-107.003914291356
242,1210000,0,2,0,0,0,,1,735.475814122409
243,1215000,0,0,0,0,0,,1,574.079222845577
244,1220000,0,0,0,0,0,,1,765.46190521175
245,1225000,0,0,0,0,0,,1,425.949982727814
246,1230000,0,0,0,0,0,,0,-95.4708234625635
247,1235000,0,0,0,0,0,,0,-134.609462785474
248,1240000,0,0,0,0,0,,0,-108.914796350928
249,1245000,0,0,0,0,0,,1,686.184450795376
250,1250000,0,0,0,0,0,,0,-91.3188800697263
251,1255000,0,0,0,0,0,,1,664.220427737851
252,1260000,0,0,0,0,0,,0,-99.2683533373243
253,1265000,0,0,0,0,0,,0,-90.1704427330861
254,1270000,0,0,0,0,0,,1,660.100579036777
